name,description,difficulty,type,image_url,muscles_stretched,muscles_strengthened,muscle_action,prerequisites,tags,url
Straddle Pancake Leg Opens,"This is a slightly-more-challenging version of the torso-upright straddle leg opens drill. By adding a forward fold, we also add a hamstring stretch. Depending on your hamstring flexibility, this may be a more passive hamstring stretch (where your body weight is leaning your torso into the stretch) or a more active hamstring stretch (where you are engaging your hip flexors to pull your torso forwards and hold you in the hamstrings stretch. Both scenarios are fine/helpful to work in. You’ll want your legs/feet to be able to slide on the floor for this exercise. Start in a “comfortable” seated straddle, meaning sitting in a straddle (legs open out to the side) where you can comfortably lean forwards with a flat back. That might mean sitting with your butt on 1-2 yoga blocks, or even sitting in a chair if you’ve got tighter hips. Keep your back flat (don’t let it round!) and lean forward into a forward fold. If you can’t easily reach your hands to the floor without rounding your back, you can reach forward to a yoga block (or if you’re sitting in a chair, hold on to the edge of the chair. This should increase the intensity of the stretch in your inner thighs and/or underside of your thighs (hamstrings). Now for the active component! Keeping your flat-back forward fold, engage your glutes to pull your legs as wide as you can. Don’t use your hands to help, and don’t let your thighs rotate forwards as you open your legs. Just open the legs as far apart as you can (it’ll feel like a strong squeeze in your outer hip), even if that’s not very far. Then close your legs back towards each other to the front (they don’t have to come in to touch if your hands are in the way, just bring them in enough to come out of the inner thigh stretch). Repeat for 8-12 leg opens. Bend your knees slightly . Instead of resting your hands on the floor for support, lift your arms overhead . But still keep that back flat! Taking your hands off the floor for support forces you to engage your hamstr",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639b3faa189a7c7bf0672d9d/1671147699118/Straddle+Pancake+Leg+Opens+-+Thum.png?format=1500w,"Adductors, Hamstrings",n/a,Hip adduction; Hip extension; Knee flexion,none,Active Adductor Stretch - Glutes,https://www.daniwinksflexibility.com/flexopedia/straddle-pancake-leg-opens
Straddle Rainbow Leg Lifts,"This variation of straddle leg lifts not only strengthens your hip flexors, it also helps strengthen your abductors like your glutes to open your legs wider in a straddle. Start in a comfortable seated straddle, meaning a straddle where you can easily sit up with a flat back and aren’t feeling a big stretch in your legs yet. This might mean making your straddle gentler by: sitting on a yoga block or two (or a chair) narrowing your straddle Place one yoga block on the floor on inside of each leg near your ankle. Place your hands on the ground (or grab the chair for support) - where you place your hands will influence the difficulty of this drill: placing hands behind you and leaning back is a slightly easier option, placing hands in front of your hips is slightly harder. Keeping your legs as straight as you can, brace your arms into the floor as you lift your legs up and over the yoga blocks, placing them on the floor inside the blocks. Then lift the legs back up and lower them to the floor on the outside of the blocks. That’s one rep. Repeat for 8-12 reps. Elevate your hips more by sitting in a chair, and holding on to the chair for support. Make the blocks taller. Instead of the low height setting, challenge yourself with the medium, or taller block heights. Start in a wider straddle, one where you are already feeling a stretch in those inner thighs. Keep your back flat instead of letting it round/compress.",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6390c14e1d5dbe4674aa448c/1671125505238/Straddle+Rainbow+Leg+Lifts+-+Thumb.png?format=1500w,"Hamstrings, Adductors",n/a,Hip extension; Knee flexion; Hip adduction,none,"Active Adductor Stretch - Glutes, Active Hamstring Stretch - Hip Flexors",https://www.daniwinksflexibility.com/flexopedia/straddle-rainbow-leg-lifts
Straddle Side to Side Reaches,"This is a mobility drill I do virtually every time I’m working on my straddles because it’s a nice way to get more comfortable in the stretch. This drill can be adjusted to work for any sized straddle, whether you’ve got a straddle like a narrow pizza slice and need to sit in a chair, or have a wide overstraddle with blocks under your feet. The basic mechanics of the movement in this drill are the same. Start in a comfortable seated straddle, meaning a straddle where you can easily sit up with a flat back, and aren’t feeling a deep stretch in your inner thighs. That might mean modifying your straddle by: Elevating your hips (sitting on 1-2 yoga blocks, or in a chair) Slightly bending your knees Bringing your legs closer together until you no longer feel an inner thigh stretch Turn your torso to face one leg, and keeping your back flat, lean forwards to forward fold, reaching your belly button towards your thigh. If you have tight hamstrings, your forward fold may be small, just reaching your hands to your thigh - that’s OK! Keeping your back flat, start to walk your hands through the middle of your legs (straddle “pancake” position) and then over to the other leg. Hold the stretch on this side for just a moment or two before walking your hands back through the middle, over to the first side Repeat for 20-30 seconds of reaching side to side. Elevate your hips more. The higher your hips are, the easier it is to lean forwards to feel a stretch in your hips (as opposed to your back). If you’re sitting on yoga blocks, consider sitting in a chair instead. See how little weight you can keep in your hands while you reach side to side. Try just grazing your fingertips on the floor for balance Take your hands off the floor and reach forwards . This not only makes your hip muscles work harder to support the weight of your upper body, but reaching your arms forwards makes the “lever arm” of your torso longer, which is even more challenging for your hips to keep lifted.",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6390c19d4829c1142f60d9e8/1671125018952/Side+to+side+straddle+reaches.png?format=1500w,"Hamstrings, Adductors",n/a,Hip extension; Knee flexion; Hip adduction,none,"Active Hamstring Stretch - Hamstrings, Passive Adductor Stretch",https://www.daniwinksflexibility.com/flexopedia/straddle-side-to-side-reaches
Strap-Assisted Floaty Birds,"Ranges of Motion Trained: Back extension, shoulder circumduction Many students prefer this “assisted” floaty bird variation because it allows us to more easily engage the shoulders by using a prop (the strap). That said, it’s still quite the challenging exercise! Note: You’ll need some kind of long strap for this exercise (ideally a stretchy strap, but a firm yoga strap works too) Start lying face-down on the floor, with legs about hip-width apart and arms reaching overhead holding onto a long strap. Start with arms very wide (at least mat-width apart, if no wider). Keep your legs on the floor as you start to lift your torso and your arms off the ground. If you are very backbendy, engage your transverse abdominus by sucking your belly button in towards your spine (this will help take some pressure out of your low back if you end up backbending quite far in the next part of the exercise). Once you’ve lifted the chest as high as you can, reach your strap up-and-back towards your butt, making sure both arms stay straight and both shoulders rotate at the same time (if you find yourself breaking your frame, simply take your hands farther apart on your strap). As you’re reaching your hands back, see if you can lift your chest just a bit higher! Keeping your chest as lifted as you can, bring the strap back up-and-to-the-front and then slowly lower your chest to the ground. PHEW! That’s one rep. Continue for 4-12 reps total. Take your hands farther apart. Don’t worry about how high (or not) you’re lifting. Even doing these low to the floor with small movements can be beneficial. Anchor your feet under a heavy piece of furniture , use a back extension machine at the gym, or have a friend sit on your calves. This will allow you to use your glutes and hamstrings to help lift your torso, not just your back muscles. Take your hands closer together on your strap. Lose the strap and do these hands-free.",Intermediate,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/63f2aa642764b604663db356/1676897416281/Floaty+Birds.png?format=1500w,"Back, Shoulder",n/a,Spinal extension; Shoulder retraction; Shoulder internal rotation; Shoulder external rotation; Shoulder flexion,Feel like back extensions with the hands reaching back are too easy,"Active Back Stretch - Spinal Extension, Shoulder Stretch - Circumduction",https://www.daniwinksflexibility.com/flexopedia/strap-assisted-floaty-birds
Strap-Assisted Pitcher's Stretch,"Range of Motion Worked: Shoulder external rotation I’ve actually never heard a name for this stretch before aside from “shoulder external rotation” (often with a band or a stick), but I think it looks a lot like you’re about to throw a baseball, so I’ve dubbed it an assisted “pitcher’s stretch” (and realistically pitchers do need a ton of shoulder external rotation). You’ll need some kind of a long strap for this exercise - it can be stretchy or stiff . Holding a strap in your right hand, bring the right arm out into a “robot” position: elbow out to the side in line with your shoulder, elbow bent 90 degrees, right hand lifted towards the ceiling. Dangle the strap down the backside of the right arm and your back, grabbing it with your left hand behind your back/hips. Making sure to keep the right elbow in the same spot (it should stay in line with your shoulder the whole time), and keeping the elbow bent 90 degrees (don’t let the hand drift in towards your head), use our left hand to pull on the strap, gently pulling the right hand up-and-back in space, rotating the right bicep towards the ceiling (or behind you). Depending on your shoulder flexibility, your long-term goal may be to work towards getting your right hand all the way up toward the ceiling (forearm vertical). If you have more flexible shoulders, you may work towards bringing the right hand behind you in space. Hold this passive stretch for 15-30 seconds. Keep it gentle! As with any shoulder exercise, especially passive ones where another body part or gravity is increasing the intensity of the stretch, it’s important to not “crank” your arm and force the stretch. Lean your back and right elbow against a wall to help keep the elbow in line with the shoulder. Lose the strap and actively reach back with the right forearm (instead of pulling it back with the strap).",All Levels,Passive Static,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/63f379fa276b3e6d785d1bf7/1676901968712/Strap-Assisted+Pitcher%27s+Stretch.png?format=1500w,Shoulder,n/a,Shoulder internal rotation; Shoulder external rotation; Shoulder flexion,none,Passive Shoulder Stretch - External Rotation,https://www.daniwinksflexibility.com/flexopedia/strap-assisted-pitchers-stretch
Sumo Squat Knee Drops,"Ranges of Motion Trained: Hip Internal Rotation Adding hip internal rotation to a traditional sumo squat is a great way to challenge your body with a novel range of motion, and work on strengthening your hip stabilizers. Start in a sumo squat: squatting with feet wider than hip-width apart (knees should stack over the ankles), and torso lifted. It’s OK if your hips are a bit higher than your knees (although over time we’d like to work on being able to squat low enough to knee height in this position) Keeping the hips in the same spot - don’t let them lift or pivot to the side - lift the heel of one foot and try to drop your knee towards the floor (rotating the top of your thigh towards the front, or even towards your midline)) as you pivot on the ball of the foot. This may not be a big movement! Then lift the knee back out to the side to your starting sumo squat position. Make sure your hip bones stay pointing forwards the whole time, they will want to twist when you’re bringing that knee down - resist the urge to let them move! That’s one rep. Repeat for 5-10 on each leg.",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/653a60a284e176198d3df22b/1698331678287/sumo+squat+knee+drops.png?format=1500w,,n/a,Hip Internal Rotation,none,Active Hip Internal Rotation,https://www.daniwinksflexibility.com/flexopedia/sumo-squat-knee-drops
Sumo Squat Twist,"Ranges of Motion Trained: Spinal rotation (twisting), hip abduction (opening the legs out to the sides) This is a nice multi-tasking stretch that works on both inner thigh and spinal flexibility at the same time. I also find it a pretty reliable way to crack my back if I need to! Start in a sumo squat: feet wider than hip-width apart, feet slightly angled out to the sides, squatting down as deep as is comfortable (hips do not have to go all the way down to knee height if that feels intense!), making sure knees are stacked on top of the ankles. Place one hand on each thigh near the knee. Press the right hand into the right thigh as you drop your right shoulder towards the floor, pushing the right thigh away, twisting your torso to the left. The right arm can stay bent, or you can push it all the way straight. Hold for 10-20 seconds, then switch sides Alternatively, you can turn this into more of a dynamic stretch by holding the stretch just for a second or two, and then twisting to the other side - going back and forth a couple of times.",All Levels,Passive Static,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/64374373db01083b4f976e61/1698324642243/sumo+squat+twist.png?format=1500w,"Back, Adductor",n/a,Spinal extension; Shoulder retraction; Hip adduction,none,"Passive Back Stretch - Spinal Rotation, Passive Adductor Stretch",https://www.daniwinksflexibility.com/flexopedia/sumo-squat-twist
Super Active Bow Pose,"This challenging variation on the “traditional” bow pose is a much more active back flexibility drill because you no longer get to use your hands for support. Start in a bow pose : lying on your stomach, reaching back to grab your ankles (or a strap), pressing your feet into your hands to lift your chest (knees can stay on the floor, or you can lift them for a deeper backbend). Now for the real challenge - trying to keep your chest lifted as high as you currently have it, let go of your feet . Keep your arms reaching back, and try to keep that chest lifted Hold your “Look, Ma, no hands!” bow pose for 5-10 seconds before lowering to the ground. Keep it small! This does not have to be your bendiest bow. And don’t worry if your chest feels heavy, as long as you feel the muscles in your back engaging to slow it’s descent back to the floor, that’s a win. Lift your knees off the floor.",All Levels,Active Static,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/63ebacb4efdc182b3b2144c0/1676840079542/Super+Active+Bow+Pose.png?format=1500w,"Hip Flexor, Back, Shoulder",n/a,Hip flexion; Spinal extension; Shoulder retraction; Shoulder internal rotation; Shoulder external rotation; Shoulder flexion,none,"Active Hip Flexor Stretch - Quads, Active Back Stretch - Spinal Extension, Active Shoulder Stretch - Extension",https://www.daniwinksflexibility.com/flexopedia/super-active-bow-pose
Supine Figure-4 Contract-Relax (Active Glutes),"This variation of the passive figure-4 stretch turns it into an active flexibility drill by using a contract-relax of the glutes (essentially making this a PNF drill for our glutes). This can be a challenging strengthener for our glutes by working on strengthening them while they’re in a lengthened position. Start lying on your back in a supine figure-4 stretch : crossing one ankle over the other knee so your legs splay out into a “number 4” shape, then pulling your legs towards your chest. You should be feeling a stretch through the outer hip (glutes) of the leg that’s crossed on top. Keeping the initial stretch, take one hand to the outside of the knee that’s splayed out to the side. Contract your glutes by pressing the outside of the knee into your hand for 10 seconds (try not to pulse, just give a constant tension/push of the knee in toward your hand). After 10 seconds of engaging your outer hip, relax the leg and just hold the passive stretch. Hold the relaxed stretch for 20 seconds. You can try to pull the legs a little closer to your chest if the stretch is feeling good. Repeat for another 2-3 rounds of 10 seconds of contracting, and then 20 seconds of relaxing (and potentially sinking into a deeper stretch). Keep the supporting leg’s foot on the floor. Instead of pulling the legs in toward your chest, cross your ankle over the opposite thigh/knee, and keep the supporting leg’s foot on the floor. Pull the legs more in towards your chest to deepen the stretch.",All Levels,Passive Static,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639bf1bc4dfd627e27f75e08/1671319147371/supine+figure+4+pnf+thumb.png?format=1500w,Glutes,Hip External Rotators,Hip extension; Hip external rotation; Hip flexion; Hip rotation,none,"Passive Hip External Rotation, Active Glute Stretch",https://www.daniwinksflexibility.com/flexopedia/supine-figure-4-pnf-active-glutes
Supine Figure-4 Stretch,"This lying down glute stretch is a nice passive stretch that helps stretch our glutes and works on our hip external rotation . I actually prefer this stretch to pigeon pose (another common/popular glute stretch) because it’s easier to moderate the intensity to keep it gentle on the knees. Start lying on your back on the floor with both knees bent. Cross one ankle over the opposite leg’s thigh up by the knee. The lifted leg knee should splay out to the side, so your legs are crossed like the number 4. If this already feels like a strong outer hip stretch in the leg that’s crossed on top, hold this position. If you want to go deeper in this stretch, reach your hands to grab the supporting leg’s thigh and pull your “figure 4” shape in towards your chest. Hold for 20-30 seconds. Keep the supporting leg foot on the floor. Turn it into an active drill by adding some contract-relax glute engagements .",All Levels,Passive Static,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639bf0e060203432ebe21f93/1671335342453/supine+figure+4+thumb.png?format=1500w,"Glutes, Hip External Rotation",n/a,Hip extension; Hip external rotation; Hip flexion; Hip rotation,none,"Passive Glute Stretch, Passive Hip External Rotation",https://www.daniwinksflexibility.com/flexopedia/supine-figure-4-stretch
Supine Frogger Leg Opens,"This is a gentle conditioning exercise for our inner thigh strength. As an “active” drill, this helps us (very lightly) strengthen our inner thighs through a full range of motion, all the way out to their end range position. I like to use this drill as part of my warm up, or with students who get knee discomfort in frogger / middle split variations when weight is in knees on the floor. Start lying on your back on the floor. Bend both knees and lift your knees up so knees are stacked on top of hips, feet in the air. Open your knees out to the side, so you’re basically doing your frogger stretch lying on your back, then bring your knees back together to touch. Repeat for 8-12 reps. Start with your toes resting against a wall (knees still bent and stacked on top of hips). Keep the toes sliding down the wall as your knees open, using the wall to help keep your knees in line with your hips (and not letting them drift out of line). Add a “karate kick,” straightening your legs once you’ve splayed your knees out to the side, then bend the knees as you close them back together. Keep legs straight the whole time , opening your legs out into a straddle, then closing them back together. Move slower.",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6390b4ad3bcf093468ff73d0/1671192431893/Supine+Frogger+Leg+Opens.png?format=1500w,Adductors,n/a,Hip adduction,none,Active Adductor Stretch - Adductors,https://www.daniwinksflexibility.com/flexopedia/supine-frogger-leg-opens
Supine Froggy Kicks,"This variation of supine leg lifts starts with a bent knee (making it a bit easier to lift the leg), and then adds a quad engagement to straighten the leg to pull it into an active hamstring stretch. This is a great variation for students with weaker hip flexors who have a hard time lifting their leg, as well as flexier students who want a challenge to keep the knee pulled in as the leg straightens. Start lying on your back. Depending on your flexibility, you can vary the placement of your legs for this drill. We’ll have the right leg being our “working” leg (the one that’ll be doing the kicking). In order of increasing difficulty, you could start: With the left knee bent, foot flat on the floor Left leg straight, straight leg flat on the floor Left leg straight, hips elevated on a yoga block (back slightly arched), left foot on the floor Bend the right knee and kick it in towards your chest as much as you can (don’t use your hands to pull the leg - we just want to be using our hip muscles for this). Keeping the right thigh squeezing towards your belly, knee towards your chest, start to straighten the leg. Try to keep the leg as close to your body as you kick the leg straight (it may float away a bit, that’s OK, but your job is to continue to squeeze it in as much as you can). This should feel like a strong contraction in the top of your thigh (quads) and front of your hip (hip flexors), as well as a stretch in the back of the thigh (hamstrings). Once the leg is kicked straight, lower it down to the floor with control. Repeat for 8-12 reps. Don’t worry about kicking the leg all the way straight. Kick it straight-ish enough that you’re feeling a hamstring stretch, then lower the leg. It’ll be easier to straighten all the way as you get more flexible / stronger over time. Flex the foot once you’ve kicked the leg straight to add a calf stretch as you lower the leg to the ground. Start with your hips elevated on a yoga block , and your non working leg straight. Keep the",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639114f42585963cb41add32/1671117842084/Supine+Froggy+Kicks.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,none,"Active Hamstring Stretch - Hip Flexors, Active Hamstring Stretch - Quads",https://www.daniwinksflexibility.com/flexopedia/supine-froggy-kicks
Supine Half Straddle Opens,"This is a gentle active warm up for the inner thighs, letting one inner thigh open into a stretched position, then lightly contracting those muscles to bring it back to the starting position. Start lying on your back. Bend one knee and plant the foot on the floor, kick the other leg straight up towards the ceiling (if you have tight hamstrings and can’t get the leg all the way up, it’s fine to bend the knee a bit!). Keeping the straight leg in line with your hips (don’t let it drift towards the bottom of your yoga mat), open the leg out to the side. Make sure both hip bones stay anchored on the floor and your hips don’t start to tilt to the side when the leg opens - both hip bones should stay pointing up towards the ceiling. You should be feeling a stretch in the inner thigh of the straight leg. Close the straight leg back towards your midline, back to the starting position with toes kicked up towards the ceiling. Repeat for 8-12 reps. Bend your knee so you’re leg opens into a half frogger stretch instead of a half straddle. Open both legs out to the side at the same time into a full straddle.",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639009220a18652eb53e0b3f/1671193032580/Lying+Adductor+Squeezes+-+Thumb.png?format=1500w,Adductors,n/a,Hip adduction,none,Active Adductor Stretch - Adductors,https://www.daniwinksflexibility.com/flexopedia/supine-half-straddle-opens
Supine Hamstring Stretch,"This is a great version of a hamstring stretch for beginners and advanced students alike. I particularly like this stretch for beginners and students with tighter hamstrings because by lying on our backs, it’s easier to keep our back flat in the stretch (which helps ensure we’re stretching our hamstrings, and not our back!), and using a strap helps support the weight of the leg. Bendier / more advanced students can make this drill more challenging by adding a contract-relax exercise. Start lying on your back with both knees bent, feet on the floor. Loop a strap around one foot and kick that leg up towards the ceiling (or towards your chest if lifting it to the ceiling is easy), pulling on the strap to help lift your leg. Straighten your lifted leg as much as is comfortable as you pull it towards your chest. If you have tight hamstrings, that might mean bending your knee a bit - that’s OK! If you have more flexible hamstrings, challenge yourself to keep your leg straight as you pull it in toward your chest. You should be feeling a stretch in the back of the straight (or straight-ish) leg thigh (in your hamstrings). Hold for 20-60 seconds. Bend your knees. I mentioned this one already because it’s such a helpful adjustment for people with tighter hamstrings! Straighten the non-working leg so it’s flat on the floor. When that knee is bent, it helps tilt our pelvis backwards, which makes the hamstring stretch easier. Flattening the leg on the floor tilts the pelvis more towards a neutral position, which is more challenging. Make it active by doing some rounds of contract-relax (PNF) for your hamstrings or hip flexors .",All Levels,Static Passive,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/63911c005a98ee1aa881f647/1671061785968/supine+hamstring+stretch+-+thumb.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,none,Passive Hamstring Stretch,https://www.daniwinksflexibility.com/flexopedia/supine-hamstring-stretch
Supine Hamstring PNF (Hamstrings),"PNF (Proprioceptive Neuromuscular Facilitation) style stretching, which involves alternating contracting and relaxing muscles, is a great way to actively stretch your muscles. PNF not only helps you stretch deeper by communicating to our nervous system that we’re safe in these positions, but it also literally strengthens our muscles while they’re at their end range position. I like this version with students lying on their back because it’s easy to keep good form. Consider pairing this stretch with hip flexor engaged PNF to strengthen the muscles on the other side of the joint as well. Note: there are lots of variations on how you can perform contract-relax style stretching, with variations in intensities, durations, and more. This just happens to be my preferred variation. Start in a supine hamstring stretch : lying on your back, loop a strap around one foot and pull that leg up towards the ceiling (or in towards your chest if you have a larger range of motion) - this will be our working leg, the one being strengthened and stretched. We want to start in something that feels like our deepest hamstring stretch, but one that doesn’t give us any discomfort in our lower back. That might mean adjusting to: Bend the non-working leg, planting the foot on the floor. This will allow your pelvis to tilt slightly as you pull your working leg up Bend the working leg a bit Hold this passive stretch for 10-20 seconds. Now for the contraction! Strongly hold on to the strap with your hands (continue to pull the strap/leg towards your chest) as you actively kick the working leg away - our goal is to keep the leg in the same spot (maintaining the hamstring stretch) while contracting the hamstrings. Make sure your hips are staying anchored to the floor and not starting to lift. Hold this contraction for 10 seconds. After 10 seconds, relax the working leg (but stay in the stretch). Once relaxed, you can try to pull the leg a bit closer to your chest to deepen the stretch. Hold this rel",All Levels,Static Active,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6391246ed4049a51114ceea7/1671335561888/supine+hamstring+pnf.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,none,Active Hamstring Stretch - Hamstrings,https://www.daniwinksflexibility.com/flexopedia/supine-hamstring-stretch-pnf-hamstrings
Supine Hamstring PNF (Hip Flexors),"Contract-relax style stretching like PNF (Proprioceptive Neuromuscular Facilitation) is a great way to strengthen your muscles to support and end range stretch, as well as communicate to our nervous system that we’re safe in these positions to allow us to stretch a little deeper. I like this version with students lying on their back because it’s easy to keep good form. This variation in particular - unlike the more common version that involves contracting the hamstrings while they’re in a stretch - is a fun challenge for your hip flexors, the “helper” muscles that can pull us into a deeper hamstring stretch. Note: there are lots of variations on how you can perform contract-relax style stretching, with variations in intensities, durations, and more. This just happens to be my preferred variation. Start in a supine hamstring stretch : lying on your back, loop a strap around one foot and pull that leg up towards the ceiling (or in towards your chest if you have a larger range of motion) - this will be our working leg, the one being strengthened and stretched. The non-working leg can either stay bent with the foot flat on the floor, or if you have more flexible hips, you can straighten it and lay it flat on the floor. We want the working leg to be as straight as “is comfortable,” meaning straight “enough” that you’re feeling a deep hamstring stretch without any kind of low back discomfort. For students with tight hamstrings, that likely means keeping the knee quite bent. For more flexible students, having just a microbend in the knee, or kicking it all the way straight, will make the stretch feel more challenging. Pull the leg into your deepest (but still without pain) hamstring stretch. Hold for 10-20 seconds. Now comes the challenge! Contract your quads and your hip flexors by trying to kick your leg towards your chest. Once you’ve started the contraction, let go of the strap and try to keep the leg at the same level/height as when you were just using your hands to p",All Levels,Static Active,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/639124907e6895475a391225/1671062963757/supine+hamstring+pnf+-+hip+flexor+engagement.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,none,Active Hamstring Stretch - Hip Flexors,https://www.daniwinksflexibility.com/flexopedia/supine-hamstring-stretch-pnf-hip-flexors
Supine Leg Lifts,"This is one of my go-to conditioning exercise for active hamstring flexibility (also a convenient warm up for hip flexors, the muscles doing the contracting, before doing hip flexor stretches). This drill can easily be scaled up or down depending on flexibility: stiffer students can bend the lifting leg slightly to fucus more on hip flexor strength (often lacking for folks with tight hamstrings!), and more flexible students can challenge themselves by flattening the non-lifting leg on the floor (which rotates our pelvis forwards, making it harder to lift the working leg). Start lying on your back. epending on your flexibility level, there are a couple of ways we can set up our legs for this exercise (in increasing order of difficulty): Option 1: Bending your left knee, plant the left foot on the floor. Extend the right leg out (this will be our “working” leg, the one we’ll be lifting. Slightly bend the right leg. Option 2: Same as above, but with the right leg straight Option 3: Starting with both legs straight and flat on the ground Option 4: Starting with a yoga block under your hips (which helps tilt our hips forwards a bit), with both legs straight and feet on the ground The right leg is going to be the lifting (or the “working”) leg in this exercise. Lift the right leg up as high as you can, while keeping your left leg in the same starting position you chose in Step #1. You should feel a squeeze in the front of the right thigh and hip - those are your quads and hip flexors contracting. You may or may not feel a stretch in the back of the right leg (in the hamstrings) depending on how strong/weak your hip flexors are. Even if you’re only feeling a contraction sensation in the front of the leg (and not a stretch in the back of the leg) - that’s OK! Lower the leg back to the floor with control. This whole movement should be slow and controlled - think of these more as “lifts” and less of “kicking with wild abandon.” Repeat for 8-12 leg lifts. Bend the lifting leg ",All Levels,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6390feb246bc006da41f122b/1671062984753/Supine+Leg+Lifts.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,none,Active Hamstring Stretch - Hip Flexors,https://www.daniwinksflexibility.com/flexopedia/supine-leg-lifts
Supine Leg Lifts with Hips on Blocks,"This is a more “advanced” version of regular ol’ supine leg lifts to challenge split-ier students. By placing our hips on a yoga block (or two, for you very flexy folks!), we start in a position of slight anterior pelvic tilt (hips rotating forwards), which makes it more challenging to lift our working leg. The non-working leg must also stay engaged in this exercise to keep the foot on the floor, and not let it float up as you kick up the working leg. So good strengthening all around! Lying on your back, slide a yoga block under your sacrum (backside of your hips). Extend both legs out so that they’re straight, heels on the floor (you’ll be in a slightly arched back position). Start with just one yoga block, but if that’s not challenging enough, you can add a second block (only if that feels OK on your back, because it’ll be putting you into a deeper backbend as well). Keeping your left leg straight and heel on the floor, lift your right leg up as high as you can, kicking (with control!) your thigh towards your chest. Kick slow enough that you can feel a sweet sweet squeeze through the front of the right hip and thigh. Lower the right leg back to the floor (heel all the way down to the ground). Repeat for 8-12 leg lifts. Take the butt block away and do regular leg lifts . Add ankle weights.",Intermediate,Active Dynamic,http://static1.squarespace.com/static/5ea57caad08f387b2e9827bd/61c7ae9bf497521cde72e756/6391140bd5b3c2552a7b485e/1671062992431/Supine+Leg+Lifts+with+Hips+on+Blocks.png?format=1500w,Hamstrings,n/a,Hip extension; Knee flexion,Can easily kick a straight leg towards your chest in supine leg lifts while the other leg is flat on the floor.,Active Hamstring Stretch - Hip Flexors,https://www.daniwinksflexibility.com/flexopedia/supine-leg-lifts-with-hips-on-blocks
